Local Timestamp Pacific Time (Interval Beginning),Local Timestamp Pacific Time (Interval Ending),Local Date,Hour Number,NP-15 LMP,SP-15 LMP,ZP-26 LMP
2023-02-26 14:45:00,2023-02-26 15:00:00,2023-02-26,15,97.75017,-2.44386,5.57158
2023-02-26 15:45:00,2023-02-26 16:00:00,2023-02-26,16,95.37421,62.62903,66.28489
2023-02-26 16:45:00,2023-02-26 17:00:00,2023-02-26,17,136.02554,125.70188,128.7949
2023-02-26 17:45:00,2023-02-26 18:00:00,2023-02-26,18,116.31872,113.57772,113.43409
2023-02-26 18:45:00,2023-02-26 19:00:00,2023-02-26,19,100.18798,99.03496,98.43248
2023-02-26 19:45:00,2023-02-26 20:00:00,2023-02-26,20,96.41931,95.3637,94.9056
2023-02-26 20:45:00,2023-02-26 21:00:00,2023-02-26,21,100.62522,99.67936,99.09729
2023-02-26 21:45:00,2023-02-26 22:00:00,2023-02-26,22,99.86481,99.00941,98.51473
2023-02-26 22:45:00,2023-02-26 23:00:00,2023-02-26,23,98.31636,96.95534,96.66297
2023-02-26 23:45:00,2023-02-27 00:00:00,2023-02-26,24,91.90172,91.08117,90.45868
2023-02-27 00:45:00,2023-02-27 01:00:00,2023-02-27,1,99.47574,98.49629,97.98616
2023-02-27 01:45:00,2023-02-27 02:00:00,2023-02-27,2,100.14584,98.56126,98.40791
2023-02-27 02:45:00,2023-02-27 03:00:00,2023-02-27,3,100.14444,98.11627,98.12647
2023-02-27 03:45:00,2023-02-27 04:00:00,2023-02-27,4,103.05656,101.49924,101.32036
2023-02-27 04:45:00,2023-02-27 05:00:00,2023-02-27,5,109.52382,108.70211,108.11678
2023-02-27 05:45:00,2023-02-27 06:00:00,2023-02-27,6,126.94028,126.10161,125.09259
2023-02-27 06:45:00,2023-02-27 07:00:00,2023-02-27,7,128.15141,125.57571,126.06443
2023-02-27 07:45:00,2023-02-27 08:00:00,2023-02-27,8,96.77308,82.52094,93.40793
2023-02-27 08:45:00,2023-02-27 09:00:00,2023-02-27,9,92.62001,76.88596,88.25003
2023-02-27 09:45:00,2023-02-27 10:00:00,2023-02-27,10,86.52237,68.54465,80.98824
2023-02-27 10:45:00,2023-02-27 11:00:00,2023-02-27,11,142.68008,55.7324,64.8305
2023-02-27 11:45:00,2023-02-27 12:00:00,2023-02-27,12,150.41473,59.92856,48.98734
2023-02-27 12:45:00,2023-02-27 13:00:00,2023-02-27,13,154.17566,53.16197,41.07862
2023-02-27 13:45:00,2023-02-27 14:00:00,2023-02-27,14,100.75006,54.32471,51.36219
2023-02-27 14:45:00,2023-02-27 15:00:00,2023-02-27,15,105.04861,69.16773,82.39017
2023-02-27 15:45:00,2023-02-27 16:00:00,2023-02-27,16,96.08549,82.0504,94.79686
2023-02-27 16:45:00,2023-02-27 17:00:00,2023-02-27,17,133.70284,126.56165,129.16962
2023-02-27 17:45:00,2023-02-27 18:00:00,2023-02-27,18,135.04,135.04,135.04
2023-02-27 18:45:00,2023-02-27 19:00:00,2023-02-27,19,142.22568,140.7082,140.5148
2023-02-27 19:45:00,2023-02-27 20:00:00,2023-02-27,20,144.43773,141.10065,141.89375
2023-02-27 20:45:00,2023-02-27 21:00:00,2023-02-27,21,132.09286,130.35318,130.31209
2023-02-27 21:45:00,2023-02-27 22:00:00,2023-02-27,22,110.84725,109.32408,109.23247
2023-02-27 22:45:00,2023-02-27 23:00:00,2023-02-27,23,105.00133,97.36762,102.52107
2023-02-27 23:45:00,2023-02-28 00:00:00,2023-02-27,24,89.82614,82.44244,87.92588
2023-02-28 00:45:00,2023-02-28 01:00:00,2023-02-28,1,86.71811,77.91846,84.5427
2023-02-28 01:45:00,2023-02-28 02:00:00,2023-02-28,2,85.65261,76.27159,83.10045
2023-02-28 02:45:00,2023-02-28 03:00:00,2023-02-28,3,82.21568,74.0956,80.32346
2023-02-28 03:45:00,2023-02-28 04:00:00,2023-02-28,4,84.53233,77.0856,83.07443
2023-02-28 04:45:00,2023-02-28 05:00:00,2023-02-28,5,95.83516,87.47895,93.87097
2023-02-28 05:45:00,2023-02-28 06:00:00,2023-02-28,6,101.43475,94.86141,100.37464
2023-02-28 06:45:00,2023-02-28 07:00:00,2023-02-28,7,99.77467,97.22504,98.57182
2023-02-28 07:45:00,2023-02-28 08:00:00,2023-02-28,8,58.77429,58.77429,64.36594
2023-02-28 08:45:00,2023-02-28 09:00:00,2023-02-28,9,50.26162,43.82829,50.55527
2023-02-28 09:45:00,2023-02-28 10:00:00,2023-02-28,10,68.56006,1.58457,-8.71454
2023-02-28 10:45:00,2023-02-28 11:00:00,2023-02-28,11,66.14638,1.16736,-9.0427
2023-02-28 11:45:00,2023-02-28 12:00:00,2023-02-28,12,83.73389,1.22004,-2.28217
2023-02-28 12:45:00,2023-02-28 13:00:00,2023-02-28,13,64.47187,-0.17496,-2.15822
2023-02-28 13:45:00,2023-02-28 14:00:00,2023-02-28,14,67.72463,7.19808,3.30551
2023-02-28 14:45:00,2023-02-28 15:00:00,2023-02-28,15,53.85754,39.82686,43.4125
2023-02-28 15:45:00,2023-02-28 16:00:00,2023-02-28,16,67.70942,55.34964,61.75217
2023-02-28 16:45:00,2023-02-28 17:00:00,2023-02-28,17,113.6459,107.19322,109.20896
2023-02-28 17:45:00,2023-02-28 18:00:00,2023-02-28,18,122.74192,117.99094,119.7852
2023-02-28 18:45:00,2023-02-28 19:00:00,2023-02-28,19,114.98681,112.396,112.75417
2023-02-28 19:45:00,2023-02-28 20:00:00,2023-02-28,20,104.95569,103.05531,102.92499
2023-02-28 20:45:00,2023-02-28 21:00:00,2023-02-28,21,99.85156,98.11134,97.95688
2023-02-28 21:45:00,2023-02-28 22:00:00,2023-02-28,22,77.99828,77.54579,77.06098
2023-02-28 22:45:00,2023-02-28 23:00:00,2023-02-28,23,74.64562,68.08121,72.73496
2023-02-28 23:45:00,2023-03-01 00:00:00,2023-02-28,24,78.098,71.41386,76.39657
2023-03-01 00:45:00,2023-03-01 01:00:00,2023-03-01,1,91.51495,89.97817,90.22892
2023-03-01 01:45:00,2023-03-01 02:00:00,2023-03-01,2,93.17414,90.70921,91.12323
2023-03-01 02:45:00,2023-03-01 03:00:00,2023-03-01,3,96.76884,93.63532,94.17418
2023-03-01 03:45:00,2023-03-01 04:00:00,2023-03-01,4,98.4216,95.23074,95.76074
2023-03-01 04:45:00,2023-03-01 05:00:00,2023-03-01,5,116.60558,113.37058,113.87496
2023-03-01 05:45:00,2023-03-01 06:00:00,2023-03-01,6,118.0023,114.99887,114.78847
2023-03-01 06:45:00,2023-03-01 07:00:00,2023-03-01,7,109.09539,104.66614,105.50079
2023-03-01 07:45:00,2023-03-01 08:00:00,2023-03-01,8,99.7888,99.7888,99.7888
2023-03-01 08:45:00,2023-03-01 09:00:00,2023-03-01,9,67.6889,63.04132,63.20439
2023-03-01 09:45:00,2023-03-01 10:00:00,2023-03-01,10,58.39798,55.06972,54.85137
2023-03-01 10:45:00,2023-03-01 11:00:00,2023-03-01,11,49.67888,47.16739,32.90386
2023-03-01 11:45:00,2023-03-01 12:00:00,2023-03-01,12,39.55099,38.29469,37.69703
2023-03-01 12:45:00,2023-03-01 13:00:00,2023-03-01,13,26.67615,25.91107,25.35166
2023-03-01 13:45:00,2023-03-01 14:00:00,2023-03-01,14,26.7386,26.7386,26.7386
2023-03-01 14:45:00,2023-03-01 15:00:00,2023-03-01,15,50.61,50.61,50.61
2023-03-01 15:45:00,2023-03-01 16:00:00,2023-03-01,16,69.9988,69.9988,69.9988
2023-03-01 16:45:00,2023-03-01 17:00:00,2023-03-01,17,110.14,110.14,110.14
2023-03-01 17:45:00,2023-03-01 18:00:00,2023-03-01,18,120.1185,123.36564,120.05432
2023-03-01 18:45:00,2023-03-01 19:00:00,2023-03-01,19,123.89536,126.49142,123.21986
2023-03-01 19:45:00,2023-03-01 20:00:00,2023-03-01,20,115.19197,119.12247,115.33983
2023-03-01 20:45:00,2023-03-01 21:00:00,2023-03-01,21,106.15358,134.67024,106.826
2023-03-01 21:45:00,2023-03-01 22:00:00,2023-03-01,22,90.28891,93.53547,90.78838
2023-03-01 22:45:00,2023-03-01 23:00:00,2023-03-01,23,75.01165,78.2817,75.31473
2023-03-01 23:45:00,2023-03-02 00:00:00,2023-03-01,24,71.26712,72.8216,70.96071
2023-03-02 00:45:00,2023-03-02 01:00:00,2023-03-02,1,85.97367,88.71925,86.22739
2023-03-02 01:45:00,2023-03-02 02:00:00,2023-03-02,2,81.53911,83.43378,81.4367
2023-03-02 02:45:00,2023-03-02 03:00:00,2023-03-02,3,85.0956,86.52481,84.76715
2023-03-02 03:45:00,2023-03-02 04:00:00,2023-03-02,4,87.66961,91.12854,88.41147
2023-03-02 04:45:00,2023-03-02 05:00:00,2023-03-02,5,90.43889,104.6706,90.92607
2023-03-02 05:45:00,2023-03-02 06:00:00,2023-03-02,6,126.46287,167.94147,130.64458
2023-03-02 06:45:00,2023-03-02 07:00:00,2023-03-02,7,226.99834,236.84985,231.57138
2023-03-02 07:45:00,2023-03-02 08:00:00,2023-03-02,8,93.30174,91.29422,90.49313
2023-03-02 08:45:00,2023-03-02 09:00:00,2023-03-02,9,88.52305,83.63908,90.63206
2023-03-02 09:45:00,2023-03-02 10:00:00,2023-03-02,10,72.41554,72.41554,54.93151
2023-03-02 10:45:00,2023-03-02 11:00:00,2023-03-02,11,75.08356,69.61216,51.32036
2023-03-02 11:45:00,2023-03-02 12:00:00,2023-03-02,12,61.68035,56.09687,43.59705
2023-03-02 12:45:00,2023-03-02 13:00:00,2023-03-02,13,43.43091,43.43091,31.31831
2023-03-02 13:45:00,2023-03-02 14:00:00,2023-03-02,14,39.36694,39.36694,28.57099
2023-03-02 14:45:00,2023-03-02 15:00:00,2023-03-02,15,42.61744,42.61744,31.2806
2023-03-02 15:45:00,2023-03-02 16:00:00,2023-03-02,16,85.61,85.61,94.40034
2023-03-02 16:45:00,2023-03-02 17:00:00,2023-03-02,17,132.0,132.0,132.0
2023-03-02 17:45:00,2023-03-02 18:00:00,2023-03-02,18,189.95668,192.4835,189.98106
2023-03-02 18:45:00,2023-03-02 19:00:00,2023-03-02,19,118.91554,137.20331,120.08904
2023-03-02 19:45:00,2023-03-02 20:00:00,2023-03-02,20,111.85808,122.34643,112.57759
2023-03-02 20:45:00,2023-03-02 21:00:00,2023-03-02,21,106.07461,110.56301,106.92855
2023-03-02 21:45:00,2023-03-02 22:00:00,2023-03-02,22,99.20318,102.70225,99.98075
2023-03-02 22:45:00,2023-03-02 23:00:00,2023-03-02,23,86.37077,88.36151,86.12645
2023-03-02 23:45:00,2023-03-03 00:00:00,2023-03-02,24,79.09405,80.58,78.62349
2023-03-03 00:45:00,2023-03-03 01:00:00,2023-03-03,1,85.55864,87.35358,85.63008
2023-03-03 01:45:00,2023-03-03 02:00:00,2023-03-03,2,83.3212,79.55894,83.21683
2023-03-03 02:45:00,2023-03-03 03:00:00,2023-03-03,3,85.38406,80.96347,84.94056
2023-03-03 03:45:00,2023-03-03 04:00:00,2023-03-03,4,85.53063,81.47993,85.16561
2023-03-03 04:45:00,2023-03-03 05:00:00,2023-03-03,5,93.93052,91.2231,93.98988
2023-03-03 05:45:00,2023-03-03 06:00:00,2023-03-03,6,111.19553,108.27541,111.00794
2023-03-03 06:45:00,2023-03-03 07:00:00,2023-03-03,7,105.78762,104.99553,104.34646
2023-03-03 07:45:00,2023-03-03 08:00:00,2023-03-03,8,49.48097,49.48097,55.45604
2023-03-03 08:45:00,2023-03-03 09:00:00,2023-03-03,9,81.0223,27.98754,17.77444
2023-03-03 09:45:00,2023-03-03 10:00:00,2023-03-03,10,50.39698,15.92449,10.32428
2023-03-03 10:45:00,2023-03-03 11:00:00,2023-03-03,11,37.5524,17.03091,9.69526
2023-03-03 11:45:00,2023-03-03 12:00:00,2023-03-03,12,34.55426,16.1484,12.81765
2023-03-03 12:45:00,2023-03-03 13:00:00,2023-03-03,13,1.49241,-0.33687,0.67386
2023-03-03 13:45:00,2023-03-03 14:00:00,2023-03-03,14,17.44711,6.43798,3.00338
2023-03-03 14:45:00,2023-03-03 15:00:00,2023-03-03,15,84.51987,38.22144,37.99681
2023-03-03 15:45:00,2023-03-03 16:00:00,2023-03-03,16,95.99781,60.3326,63.0506
2023-03-03 16:45:00,2023-03-03 17:00:00,2023-03-03,17,126.21167,119.9988,128.54149
2023-03-03 17:45:00,2023-03-03 18:00:00,2023-03-03,18,159.44844,154.34555,156.76517
2023-03-03 18:45:00,2023-03-03 19:00:00,2023-03-03,19,123.28117,122.54636,122.30142
2023-03-03 19:45:00,2023-03-03 20:00:00,2023-03-03,20,111.42736,111.53226,111.15928
2023-03-03 20:45:00,2023-03-03 21:00:00,2023-03-03,21,105.1305,104.2594,104.29207
2023-03-03 21:45:00,2023-03-03 22:00:00,2023-03-03,22,99.33024,99.2169,99.10355
2023-03-03 22:45:00,2023-03-03 23:00:00,2023-03-03,23,94.53665,94.80124,94.07607
2023-03-03 23:45:00,2023-03-04 00:00:00,2023-03-03,24,84.89749,85.1438,84.6072
2023-03-04 00:45:00,2023-03-04 01:00:00,2023-03-04,1,85.05911,84.82245,84.24393
2023-03-04 01:45:00,2023-03-04 02:00:00,2023-03-04,2,86.51297,85.76687,85.56257
2023-03-04 02:45:00,2023-03-04 03:00:00,2023-03-04,3,93.04181,92.89804,92.7926
2023-03-04 03:45:00,2023-03-04 04:00:00,2023-03-04,4,94.54238,93.98888,93.94032
2023-03-04 04:45:00,2023-03-04 05:00:00,2023-03-04,5,94.31703,93.74494,93.90008
2023-03-04 05:45:00,2023-03-04 06:00:00,2023-03-04,6,99.8695,99.39618,99.41676
2023-03-04 06:45:00,2023-03-04 07:00:00,2023-03-04,7,93.92818,90.1665,91.78136
2023-03-04 07:45:00,2023-03-04 08:00:00,2023-03-04,8,25.20567,21.65984,24.46462
2023-03-04 08:45:00,2023-03-04 09:00:00,2023-03-04,9,36.40036,29.53573,34.55761
2023-03-04 09:45:00,2023-03-04 10:00:00,2023-03-04,10,43.72487,40.43789,45.085
2023-03-04 10:45:00,2023-03-04 11:00:00,2023-03-04,11,22.3628,19.98167,22.13808
2023-03-04 11:45:00,2023-03-04 12:00:00,2023-03-04,12,35.77375,29.62946,33.77954
2023-03-04 12:45:00,2023-03-04 13:00:00,2023-03-04,13,32.43265,16.89953,17.61328
2023-03-04 13:45:00,2023-03-04 14:00:00,2023-03-04,14,18.54382,1.78971,-1.02966
2023-03-04 14:45:00,2023-03-04 15:00:00,2023-03-04,15,-8.18862,-8.77076,-8.88126
2023-03-04 15:45:00,2023-03-04 16:00:00,2023-03-04,16,75.55578,37.57431,33.57609
2023-03-04 16:45:00,2023-03-04 17:00:00,2023-03-04,17,112.17196,105.57961,108.25279
2023-03-04 17:45:00,2023-03-04 18:00:00,2023-03-04,18,143.61522,133.5486,138.97131
2023-03-04 18:45:00,2023-03-04 19:00:00,2023-03-04,19,127.90543,121.08103,124.8058
2023-03-04 19:45:00,2023-03-04 20:00:00,2023-03-04,20,112.1268,105.68195,109.27881
2023-03-04 20:45:00,2023-03-04 21:00:00,2023-03-04,21,103.60809,99.2073,101.90252
2023-03-04 21:45:00,2023-03-04 22:00:00,2023-03-04,22,86.30356,84.19256,85.59695
2023-03-04 22:45:00,2023-03-04 23:00:00,2023-03-04,23,86.75253,84.79777,85.7265
2023-03-04 23:45:00,2023-03-05 00:00:00,2023-03-04,24,85.78068,85.08443,85.60442
2023-03-05 00:45:00,2023-03-05 01:00:00,2023-03-05,1,83.37422,81.85972,82.60846
2023-03-05 01:45:00,2023-03-05 02:00:00,2023-03-05,2,64.52237,66.6327,65.71207
2023-03-05 02:45:00,2023-03-05 03:00:00,2023-03-05,3,73.85852,73.1697,73.40828
2023-03-05 03:45:00,2023-03-05 04:00:00,2023-03-05,4,71.83434,74.20463,72.88064
2023-03-05 04:45:00,2023-03-05 05:00:00,2023-03-05,5,96.38753,91.26577,93.4553
2023-03-05 05:45:00,2023-03-05 06:00:00,2023-03-05,6,79.57741,83.44053,81.42067
2023-03-05 06:45:00,2023-03-05 07:00:00,2023-03-05,7,71.54786,72.96129,72.0059
2023-03-05 07:45:00,2023-03-05 08:00:00,2023-03-05,8,51.55558,52.19709,52.54793
2023-03-05 08:45:00,2023-03-05 09:00:00,2023-03-05,9,32.46679,38.38749,34.35623
2023-03-05 09:45:00,2023-03-05 10:00:00,2023-03-05,10,-2.78791,10.76186,3.24771
2023-03-05 10:45:00,2023-03-05 11:00:00,2023-03-05,11,-11.49362,5.11361,-3.84126
2023-03-05 11:45:00,2023-03-05 12:00:00,2023-03-05,12,-13.05588,4.38659,-5.21415
2023-03-05 12:45:00,2023-03-05 13:00:00,2023-03-05,13,-14.07815,0.17769,-7.40558
2023-03-05 13:45:00,2023-03-05 14:00:00,2023-03-05,14,-19.97718,-4.45461,-12.39894
2023-03-05 14:45:00,2023-03-05 15:00:00,2023-03-05,15,-15.3436,0.80402,-7.35643
2023-03-05 15:45:00,2023-03-05 16:00:00,2023-03-05,16,33.57259,39.98531,35.98304
2023-03-05 16:45:00,2023-03-05 17:00:00,2023-03-05,17,129.71938,121.52314,123.56894
2023-03-05 17:45:00,2023-03-05 18:00:00,2023-03-05,18,125.57425,117.69825,120.66437
2023-03-05 18:45:00,2023-03-05 19:00:00,2023-03-05,19,125.43232,117.90638,120.4277
2023-03-05 19:45:00,2023-03-05 20:00:00,2023-03-05,20,118.35159,110.42425,113.41928
2023-03-05 20:45:00,2023-03-05 21:00:00,2023-03-05,21,120.65532,112.92582,115.97885
2023-03-05 21:45:00,2023-03-05 22:00:00,2023-03-05,22,103.09173,97.5823,99.64703
2023-03-05 22:45:00,2023-03-05 23:00:00,2023-03-05,23,87.5138,84.0529,85.15047
2023-03-05 23:45:00,2023-03-06 00:00:00,2023-03-05,24,75.84101,72.06037,73.49808
2023-03-06 00:45:00,2023-03-06 01:00:00,2023-03-06,1,69.73209,65.95769,67.54838
2023-03-06 01:45:00,2023-03-06 02:00:00,2023-03-06,2,68.49543,64.60116,66.25058
2023-03-06 02:45:00,2023-03-06 03:00:00,2023-03-06,3,62.90385,58.78443,60.54097
2023-03-06 03:45:00,2023-03-06 04:00:00,2023-03-06,4,90.32369,86.54465,88.23839
2023-03-06 04:45:00,2023-03-06 05:00:00,2023-03-06,5,114.74212,109.49294,111.92097
2023-03-06 05:45:00,2023-03-06 06:00:00,2023-03-06,6,114.65986,110.25524,112.18955
2023-03-06 06:45:00,2023-03-06 07:00:00,2023-03-06,7,122.27059,120.7964,122.82341
2023-03-06 07:45:00,2023-03-06 08:00:00,2023-03-06,8,66.96761,59.29177,62.67504
2023-03-06 08:45:00,2023-03-06 09:00:00,2023-03-06,9,79.90105,16.16373,8.84349
2023-03-06 09:45:00,2023-03-06 10:00:00,2023-03-06,10,93.14066,-6.00319,-15.7911
2023-03-06 10:45:00,2023-03-06 11:00:00,2023-03-06,11,86.28495,0.65377,-11.56074
2023-03-06 11:45:00,2023-03-06 12:00:00,2023-03-06,12,94.39856,-4.02707,-13.84382
2023-03-06 12:45:00,2023-03-06 13:00:00,2023-03-06,13,85.61276,-4.70115,-15.026
2023-03-06 13:45:00,2023-03-06 14:00:00,2023-03-06,14,60.98494,10.27462,3.02223
2023-03-06 14:45:00,2023-03-06 15:00:00,2023-03-06,15,80.52878,20.78683,15.13666
2023-03-06 15:45:00,2023-03-06 16:00:00,2023-03-06,16,120.34544,91.6447,98.25538
2023-03-06 16:45:00,2023-03-06 17:00:00,2023-03-06,17,136.4124,136.4124,136.4124
2023-03-06 17:45:00,2023-03-06 18:00:00,2023-03-06,18,159.80045,151.41994,154.06126
2023-03-06 18:45:00,2023-03-06 19:00:00,2023-03-06,19,142.95877,132.63976,135.23401
2023-03-06 19:45:00,2023-03-06 20:00:00,2023-03-06,20,125.57651,120.05765,121.15886
2023-03-06 20:45:00,2023-03-06 21:00:00,2023-03-06,21,123.36191,118.52492,119.49232
2023-03-06 21:45:00,2023-03-06 22:00:00,2023-03-06,22,116.75425,112.54325,113.29266
2023-03-06 22:45:00,2023-03-06 23:00:00,2023-03-06,23,95.09732,94.24395,93.55733
2023-03-06 23:45:00,2023-03-07 00:00:00,2023-03-06,24,91.82984,90.16483,89.90144
2023-03-07 00:45:00,2023-03-07 01:00:00,2023-03-07,1,105.96053,102.56297,103.0807
2023-03-07 01:45:00,2023-03-07 02:00:00,2023-03-07,2,105.92535,102.31988,102.94411
2023-03-07 02:45:00,2023-03-07 03:00:00,2023-03-07,3,106.49783,102.54467,103.28994
2023-03-07 03:45:00,2023-03-07 04:00:00,2023-03-07,4,121.13675,118.72046,118.47263
2023-03-07 04:45:00,2023-03-07 05:00:00,2023-03-07,5,145.58965,143.43343,143.1639
2023-03-07 05:45:00,2023-03-07 06:00:00,2023-03-07,6,193.00018,189.8395,189.74011
2023-03-07 06:45:00,2023-03-07 07:00:00,2023-03-07,7,159.4036,159.4036,159.4036
2023-03-07 07:45:00,2023-03-07 08:00:00,2023-03-07,8,129.74387,48.54573,36.44001
2023-03-07 08:45:00,2023-03-07 09:00:00,2023-03-07,9,113.50182,28.06923,14.00347
2023-03-07 09:45:00,2023-03-07 10:00:00,2023-03-07,10,85.53225,6.00656,-6.59097
2023-03-07 10:45:00,2023-03-07 11:00:00,2023-03-07,11,115.4964,-0.63013,-20.4442
2023-03-07 11:45:00,2023-03-07 12:00:00,2023-03-07,12,137.12791,-6.28272,-38.19878
2023-03-07 12:45:00,2023-03-07 13:00:00,2023-03-07,13,132.67361,-7.18429,-44.30063
2023-03-07 13:45:00,2023-03-07 14:00:00,2023-03-07,14,125.11507,-8.20535,-31.9217
2023-03-07 14:45:00,2023-03-07 15:00:00,2023-03-07,15,122.56937,-10.1963,-40.58019
2023-03-07 15:45:00,2023-03-07 16:00:00,2023-03-07,16,201.23138,3.51331,-45.35175
2023-03-07 16:45:00,2023-03-07 17:00:00,2023-03-07,17,226.19301,60.09487,16.66298
2023-03-07 17:45:00,2023-03-07 18:00:00,2023-03-07,18,157.8988,157.8988,157.8988
2023-03-07 18:45:00,2023-03-07 19:00:00,2023-03-07,19,196.73988,143.95396,128.55351
2023-03-07 19:45:00,2023-03-07 20:00:00,2023-03-07,20,146.73659,134.8922,134.5743
2023-03-07 20:45:00,2023-03-07 21:00:00,2023-03-07,21,139.61751,123.46264,119.98237
2023-03-07 21:45:00,2023-03-07 22:00:00,2023-03-07,22,111.35537,108.49981,109.26817
2023-03-07 22:45:00,2023-03-07 23:00:00,2023-03-07,23,97.71225,96.81312,95.9544
2023-03-07 23:45:00,2023-03-08 00:00:00,2023-03-07,24,96.3719,93.52759,93.8819
2023-03-08 00:45:00,2023-03-08 01:00:00,2023-03-08,1,79.45288,77.46107,77.38791
2023-03-08 01:45:00,2023-03-08 02:00:00,2023-03-08,2,79.81421,77.62975,77.56454
2023-03-08 02:45:00,2023-03-08 03:00:00,2023-03-08,3,80.61063,78.58362,78.50946
2023-03-08 03:45:00,2023-03-08 04:00:00,2023-03-08,4,83.42623,81.82533,81.42297
2023-03-08 04:45:00,2023-03-08 05:00:00,2023-03-08,5,95.24234,93.40058,92.92055
2023-03-08 05:45:00,2023-03-08 06:00:00,2023-03-08,6,113.72232,113.13027,111.89879
2023-03-08 06:45:00,2023-03-08 07:00:00,2023-03-08,7,108.29832,103.77009,104.86311
2023-03-08 07:45:00,2023-03-08 08:00:00,2023-03-08,8,108.9329,41.6461,37.02684
2023-03-08 08:45:00,2023-03-08 09:00:00,2023-03-08,9,108.46848,47.84506,45.50213
2023-03-08 09:45:00,2023-03-08 10:00:00,2023-03-08,10,80.28263,1.80251,-8.80524
2023-03-08 10:45:00,2023-03-08 11:00:00,2023-03-08,11,60.52483,2.56416,-9.75985
2023-03-08 11:45:00,2023-03-08 12:00:00,2023-03-08,12,45.08817,-0.78263,-9.55995
2023-03-08 12:45:00,2023-03-08 13:00:00,2023-03-08,13,47.5923,-1.23278,-8.48984
2023-03-08 13:45:00,2023-03-08 14:00:00,2023-03-08,14,52.30898,-1.66052,-9.40389
2023-03-08 14:45:00,2023-03-08 15:00:00,2023-03-08,15,33.52959,-0.40685,-4.36169
2023-03-08 15:45:00,2023-03-08 16:00:00,2023-03-08,16,73.57572,19.75226,15.0485
2023-03-08 16:45:00,2023-03-08 17:00:00,2023-03-08,17,96.9988,96.9988,96.9988
2023-03-08 17:45:00,2023-03-08 18:00:00,2023-03-08,18,132.34,132.34,132.34
2023-03-08 18:45:00,2023-03-08 19:00:00,2023-03-08,19,116.42358,112.90226,112.95117
2023-03-08 19:45:00,2023-03-08 20:00:00,2023-03-08,20,111.44964,109.03942,108.85402
2023-03-08 20:45:00,2023-03-08 21:00:00,2023-03-08,21,99.07372,98.08381,97.43418
2023-03-08 21:45:00,2023-03-08 22:00:00,2023-03-08,22,85.37848,84.13317,83.73574
2023-03-08 22:45:00,2023-03-08 23:00:00,2023-03-08,23,77.01763,76.38184,75.50764
2023-03-08 23:45:00,2023-03-09 00:00:00,2023-03-08,24,79.20037,78.85667,77.82554
2023-03-09 00:45:00,2023-03-09 01:00:00,2023-03-09,1,85.08455,83.70631,83.39228
2023-03-09 01:45:00,2023-03-09 02:00:00,2023-03-09,2,85.1295,83.21804,83.18329
2023-03-09 02:45:00,2023-03-09 03:00:00,2023-03-09,3,87.28125,85.51709,85.32108
2023-03-09 03:45:00,2023-03-09 04:00:00,2023-03-09,4,97.47398,94.97083,95.00063
2023-03-09 04:45:00,2023-03-09 05:00:00,2023-03-09,5,104.235,102.41627,102.08461
2023-03-09 05:45:00,2023-03-09 06:00:00,2023-03-09,6,125.26032,126.42754,124.68326
2023-03-09 06:45:00,2023-03-09 07:00:00,2023-03-09,7,100.4223,98.40738,98.92543
2023-03-09 07:45:00,2023-03-09 08:00:00,2023-03-09,8,79.2598,68.93905,76.87184
2023-03-09 08:45:00,2023-03-09 09:00:00,2023-03-09,9,86.91493,50.51213,45.11713
2023-03-09 09:45:00,2023-03-09 10:00:00,2023-03-09,10,67.58393,10.13376,3.16202
2023-03-09 10:45:00,2023-03-09 11:00:00,2023-03-09,11,123.0787,-1.86515,-19.37595
2023-03-09 11:45:00,2023-03-09 12:00:00,2023-03-09,12,126.76038,-0.31835,-24.50883
2023-03-09 12:45:00,2023-03-09 13:00:00,2023-03-09,13,134.26363,2.71111,-23.4898
2023-03-09 13:45:00,2023-03-09 14:00:00,2023-03-09,14,152.78622,1.22871,-40.27482
2023-03-09 14:45:00,2023-03-09 15:00:00,2023-03-09,15,154.57935,15.6344,-1.44508
2023-03-09 15:45:00,2023-03-09 16:00:00,2023-03-09,16,178.04851,59.68215,47.02421
2023-03-09 16:45:00,2023-03-09 17:00:00,2023-03-09,17,122.74781,112.24452,115.81262
2023-03-09 17:45:00,2023-03-09 18:00:00,2023-03-09,18,122.71831,115.29012,117.91934
2023-03-09 18:45:00,2023-03-09 19:00:00,2023-03-09,19,106.06745,101.93307,103.01403
2023-03-09 19:45:00,2023-03-09 20:00:00,2023-03-09,20,106.85627,102.95932,104.15497
2023-03-09 20:45:00,2023-03-09 21:00:00,2023-03-09,21,95.97758,93.29227,93.90662
2023-03-09 21:45:00,2023-03-09 22:00:00,2023-03-09,22,74.13273,72.98998,73.09736
2023-03-09 22:45:00,2023-03-09 23:00:00,2023-03-09,23,68.27152,66.50594,66.70832
2023-03-09 23:45:00,2023-03-10 00:00:00,2023-03-09,24,64.48222,62.9177,63.09593
2023-03-10 00:45:00,2023-03-10 01:00:00,2023-03-10,1,60.82649,59.55071,59.74363
2023-03-10 01:45:00,2023-03-10 02:00:00,2023-03-10,2,59.50305,58.2492,58.45006
2023-03-10 02:45:00,2023-03-10 03:00:00,2023-03-10,3,59.60038,58.33981,58.60167
